award_piid,pe_bli,adjudicated_confidence,award_verdict,pair_reason,basis,evidence,note,refuter_lenses_passed
HR001117C0065,0602715E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (DRS), HR0011 office. No corpus hit; sensor/imaging title overlap is generic.",
HR001117C0065,0602702E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (DRS), HR0011 office. No corpus hit; sensor/imaging title overlap is generic.",
HR001117C0065,0602716E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (DRS), HR0011 office. No corpus hit; sensor/imaging title overlap is generic.",
HR001117C0065,0603767E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (DRS), HR0011 office. No corpus hit; sensor/imaging title overlap is generic.",
HR001117C0065,0605898E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (DRS), HR0011 office. No corpus hit; sensor/imaging title overlap is generic.",
HR001117C0066,0603766E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603467E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602702E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603287E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602026E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0601101E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0601117E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603739E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0605001E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602303E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0605502E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602023E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602024E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603468E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603760E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0601122E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602025E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603469E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602715E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602716E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603767E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0605898E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0602115E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0066,0603286E,medium,darpa_unpinned,unpinned-pool,,,"HR0011 PIID (DARPA-awarded, DCMA-administered); description names DARPA ReImagine program. No corpus hit; no specific project-title match.",
HR001117C0068,0602026E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0601117E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602023E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603287E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0605898E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603766E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603468E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603739E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602025E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602702E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603767E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0605001E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603760E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602303E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0601122E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603286E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603469E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0601101E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602115E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0605502E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0603467E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602716E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602715E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0068,0602024E,medium,darpa_unpinned,unpinned-pool,,,"DARPA Engineered Living Materials (ELM) program, HR0011 office. ELM absent from FY2026 narratives; 'BIOLOGICALLY BASED MATERIALS AND DEVICES' title appears in BOTH 0602715E and 0602024E, so it cannot discriminate.",
HR001117C0069,0605001E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0601101E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0602716E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0602024E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0603760E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0603766E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0603467E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0603767E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0605898E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
HR001117C0069,0603739E,medium,darpa_unpinned,unpinned-pool,,,"DARPA ReImagine program (Lockheed), HR0011 office. No corpus hit; no specific project-title match. Current 'high' tag on 0603467E rests on generic sensor words.",
